Segment,Year,Country,Market,Region,Category,Sub-Category,Profit
Consumer,2011.0,Honduras,LATAM,Central,Technology,Phones,-814.82
Consumer,2011.0,Hong Kong,APAC,North Asia,Furniture,Bookcases,114.06
Consumer,2011.0,Hong Kong,APAC,North Asia,Office Supplies,Fasteners,4.74
Consumer,2011.0,Hong Kong,APAC,North Asia,Technology,Phones,46.08
Consumer,2011.0,Hungary,EMEA,EMEA,Office Supplies,Binders,18.6
Consumer,2011.0,Hungary,EMEA,EMEA,Office Supplies,Storage,29.64
Consumer,2011.0,India,APAC,Central Asia,Furniture,Bookcases,1682.7600000000002
Consumer,2011.0,India,APAC,Central Asia,Furniture,Chairs,414.78000000000003
Consumer,2011.0,India,APAC,Central Asia,Furniture,Furnishings,518.0400000000001
Consumer,2011.0,India,APAC,Central Asia,Furniture,Tables,338.46
Consumer,2011.0,India,APAC,Central Asia,Office Supplies,Appliances,1131.3
Consumer,2011.0,India,APAC,Central Asia,Office Supplies,Art,6.300000000000004
Consumer,2011.0,India,APAC,Central Asia,Office Supplies,Binders,202.07999999999998
Consumer,2011.0,India,APAC,Central Asia,Office Supplies,Envelopes,123.21
Consumer,2011.0,India,APAC,Central Asia,Office Supplies,Fasteners,187.44
Consumer,2011.0,India,APAC,Central Asia,Office Supplies,Labels,-26.955
Consumer,2011.0,India,APAC,Central Asia,Office Supplies,Paper,113.85
Consumer,2011.0,India,APAC,Central Asia,Office Supplies,Storage,207.3
Consumer,2011.0,India,APAC,Central Asia,Office Supplies,Supplies,243.09
Consumer,2011.0,India,APAC,Central Asia,Technology,Accessories,314.61
Consumer,2011.0,India,APAC,Central Asia,Technology,Copiers,1035.87
Consumer,2011.0,India,APAC,Central Asia,Technology,Machines,309.93
Consumer,2011.0,India,APAC,Central Asia,Technology,Phones,2024.4
Consumer,2011.0,Indonesia,APAC,Southeast Asia,Furniture,Bookcases,1372.9488000000001
Consumer,2011.0,Indonesia,APAC,Southeast Asia,Furniture,Chairs,-185.367
Consumer,2011.0,Indonesia,APAC,Southeast Asia,Furniture,Furnishings,16.1199
Consumer,2011.0,Indonesia,APAC,Southeast Asia,Furniture,Tables,-758.2455
Consumer,2011.0,Indonesia,APAC,Southeast Asia,Office Supplies,Appliances,55.769099999999995
Consumer,2011.0,Indonesia,APAC,Southeast Asia,Office Supplies,Art,-46.1481
Consumer,2011.0,Indonesia,APAC,Southeast Asia,Office Supplies,Binders,0.09029999999998495
Consumer,2011.0,Indonesia,APAC,Southeast Asia,Office Supplies,Envelopes,-180.2262
Consumer,2011.0,Indonesia,APAC,Southeast Asia,Office Supplies,Fasteners,-71.0604
Consumer,2011.0,Indonesia,APAC,Southeast Asia,Office Supplies,Labels,-30.273
Consumer,2011.0,Indonesia,APAC,Southeast Asia,Office Supplies,Paper,-77.4177
Consumer,2011.0,Indonesia,APAC,Southeast Asia,Office Supplies,Storage,421.23390000000006
Consumer,2011.0,Indonesia,APAC,Southeast Asia,Office Supplies,Supplies,-260.82959999999997
Consumer,2011.0,Indonesia,APAC,Southeast Asia,Technology,Accessories,-678.813
Consumer,2011.0,Indonesia,APAC,Southeast Asia,Technology,Copiers,620.6715
Consumer,2011.0,Indonesia,APAC,Southeast Asia,Technology,Machines,118.54080000000003
Consumer,2011.0,Indonesia,APAC,Southeast Asia,Technology,Phones,654.2184000000001
Consumer,2011.0,Iran,EMEA,EMEA,Furniture,Bookcases,61.95
Consumer,2011.0,Iran,EMEA,EMEA,Furniture,Chairs,109.35
Consumer,2011.0,Iran,EMEA,EMEA,Furniture,Furnishings,314.13
Consumer,2011.0,Iran,EMEA,EMEA,Furniture,Tables,130.5
Consumer,2011.0,Iran,EMEA,EMEA,Office Supplies,Appliances,42.9
Consumer,2011.0,Iran,EMEA,EMEA,Office Supplies,Art,282.21
Consumer,2011.0,Iran,EMEA,EMEA,Office Supplies,Binders,39.33
Consumer,2011.0,Iran,EMEA,EMEA,Office Supplies,Envelopes,59.46
Consumer,2011.0,Iran,EMEA,EMEA,Office Supplies,Fasteners,32.31
Consumer,2011.0,Iran,EMEA,EMEA,Office Supplies,Storage,219.81
Consumer,2011.0,Iran,EMEA,EMEA,Office Supplies,Supplies,46.05
Consumer,2011.0,Iran,EMEA,EMEA,Technology,Accessories,39.39
Consumer,2011.0,Iran,EMEA,EMEA,Technology,Copiers,220.11
Consumer,2011.0,Iran,EMEA,EMEA,Technology,Machines,103.28999999999999
Consumer,2011.0,Iran,EMEA,EMEA,Technology,Phones,98.43
Consumer,2011.0,Iraq,EMEA,EMEA,Furniture,Bookcases,113.46
Consumer,2011.0,Iraq,EMEA,EMEA,Furniture,Chairs,85.71000000000001
Consumer,2011.0,Iraq,EMEA,EMEA,Furniture,Furnishings,18.63
Consumer,2011.0,Iraq,EMEA,EMEA,Office Supplies,Appliances,51.24
Consumer,2011.0,Iraq,EMEA,EMEA,Office Supplies,Art,60.540000000000006
Consumer,2011.0,Iraq,EMEA,EMEA,Office Supplies,Binders,129.42000000000002
Consumer,2011.0,Iraq,EMEA,EMEA,Office Supplies,Envelopes,14.25
Consumer,2011.0,Iraq,EMEA,EMEA,Office Supplies,Fasteners,2.97
Consumer,2011.0,Iraq,EMEA,EMEA,Office Supplies,Storage,83.64
Consumer,2011.0,Iraq,EMEA,EMEA,Office Supplies,Supplies,23.34
Consumer,2011.0,Iraq,EMEA,EMEA,Technology,Accessories,20.85
Consumer,2011.0,Iraq,EMEA,EMEA,Technology,Copiers,127.32
Consumer,2011.0,Iraq,EMEA,EMEA,Technology,Machines,164.16
Consumer,2011.0,Ireland,EU,North,Furniture,Furnishings,-87.84
Consumer,2011.0,Ireland,EU,North,Office Supplies,Appliances,-39.195
Consumer,2011.0,Ireland,EU,North,Office Supplies,Art,-55.754999999999995
Consumer,2011.0,Ireland,EU,North,Office Supplies,Binders,-69.16499999999999
Consumer,2011.0,Ireland,EU,North,Office Supplies,Storage,-8.13
Consumer,2011.0,Ireland,EU,North,Technology,Accessories,-197.505
Consumer,2011.0,Ireland,EU,North,Technology,Machines,-60.87
Consumer,2011.0,Ireland,EU,North,Technology,Phones,-210.43499999999997
Consumer,2011.0,Israel,EMEA,EMEA,Furniture,Bookcases,18.27
Consumer,2011.0,Israel,EMEA,EMEA,Furniture,Chairs,47.28
Consumer,2011.0,Israel,EMEA,EMEA,Furniture,Furnishings,117.72
Consumer,2011.0,Israel,EMEA,EMEA,Furniture,Tables,107.88
Consumer,2011.0,Israel,EMEA,EMEA,Office Supplies,Art,8.73
Consumer,2011.0,Israel,EMEA,EMEA,Office Supplies,Binders,2.64
Consumer,2011.0,Israel,EMEA,EMEA,Office Supplies,Fasteners,7.2299999999999995
Consumer,2011.0,Israel,EMEA,EMEA,Office Supplies,Paper,60.989999999999995
Consumer,2011.0,Israel,EMEA,EMEA,Office Supplies,Storage,1.59
Consumer,2011.0,Israel,EMEA,EMEA,Technology,Accessories,47.910000000000004
Consumer,2011.0,Italy,EU,South,Furniture,Bookcases,315.00000000000006
Consumer,2011.0,Italy,EU,South,Furniture,Chairs,-241.62
Consumer,2011.0,Italy,EU,South,Furniture,Furnishings,38.760000000000005
Consumer,2011.0,Italy,EU,South,Furniture,Tables,-942.9
Consumer,2011.0,Italy,EU,South,Office Supplies,Appliances,67.8
Consumer,2011.0,Italy,EU,South,Office Supplies,Art,318.51000000000005
Consumer,2011.0,Italy,EU,South,Office Supplies,Binders,240.3
Consumer,2011.0,Italy,EU,South,Office Supplies,Envelopes,261.50999999999993
Consumer,2011.0,Italy,EU,South,Office Supplies,Fasteners,74.16
Consumer,2011.0,Italy,EU,South,Office Supplies,Labels,24.630000000000003
Consumer,2011.0,Italy,EU,South,Office Supplies,Paper,153.9
Consumer,2011.0,Italy,EU,South,Office Supplies,Storage,-432.39
Consumer,2011.0,Italy,EU,South,Office Supplies,Supplies,113.69999999999999
Consumer,2011.0,Italy,EU,South,Technology,Accessories,119.43
Consumer,2011.0,Italy,EU,South,Technology,Copiers,501.06000000000006
Consumer,2011.0,Italy,EU,South,Technology,Machines,14.141999999999996
Consumer,2011.0,Italy,EU,South,Technology,Phones,-241.58399999999997
Consumer,2011.0,Jamaica,LATAM,Caribbean,Office Supplies,Binders,5.58
Consumer,2011.0,Japan,APAC,North Asia,Furniture,Bookcases,645.24
Consumer,2011.0,Japan,APAC,North Asia,Furniture,Chairs,322.44
Consumer,2011.0,Japan,APAC,North Asia,Office Supplies,Art,52.169999999999995
Consumer,2011.0,Japan,APAC,North Asia,Office Supplies,Binders,33.15
Consumer,2011.0,Japan,APAC,North Asia,Office Supplies,Fasteners,6.0
Consumer,2011.0,Japan,APAC,North Asia,Office Supplies,Labels,78.39000000000001
Consumer,2011.0,Japan,APAC,North Asia,Office Supplies,Supplies,85.47
Consumer,2011.0,Japan,APAC,North Asia,Technology,Copiers,429.75
Consumer,2011.0,Japan,APAC,North Asia,Technology,Machines,554.13
Consumer,2011.0,Japan,APAC,North Asia,Technology,Phones,205.38
Consumer,2011.0,Jordan,EMEA,EMEA,Furniture,Bookcases,127.71
Consumer,2011.0,Jordan,EMEA,EMEA,Furniture,Furnishings,0.51
Consumer,2011.0,Jordan,EMEA,EMEA,Office Supplies,Art,9.99
Consumer,2011.0,Jordan,EMEA,EMEA,Office Supplies,Binders,25.2
Consumer,2011.0,Jordan,EMEA,EMEA,Office Supplies,Storage,0.6
Consumer,2011.0,Kazakhstan,EMEA,EMEA,Furniture,Furnishings,-29.871
Consumer,2011.0,Kazakhstan,EMEA,EMEA,Office Supplies,Appliances,-114.852
Consumer,2011.0,Kazakhstan,EMEA,EMEA,Office Supplies,Binders,-17.556
Consumer,2011.0,Kazakhstan,EMEA,EMEA,Office Supplies,Envelopes,-39.141
Consumer,2011.0,Kazakhstan,EMEA,EMEA,Office Supplies,Fasteners,-35.952
Consumer,2011.0,Kazakhstan,EMEA,EMEA,Office Supplies,Paper,-18.066
Consumer,2011.0,Kazakhstan,EMEA,EMEA,Office Supplies,Storage,-5.28
Consumer,2011.0,Kazakhstan,EMEA,EMEA,Office Supplies,Supplies,-27.099
Consumer,2011.0,Kazakhstan,EMEA,EMEA,Technology,Accessories,-149.22
Consumer,2011.0,Kazakhstan,EMEA,EMEA,Technology,Copiers,-1016.928
Consumer,2011.0,Kazakhstan,EMEA,EMEA,Technology,Phones,-169.626
Consumer,2011.0,Kenya,Africa,Africa,Furniture,Furnishings,37.98
Consumer,2011.0,Kenya,Africa,Africa,Office Supplies,Appliances,244.05
Consumer,2011.0,Kyrgyzstan,EMEA,EMEA,Office Supplies,Storage,2.07
Consumer,2011.0,Liberia,Africa,Africa,Office Supplies,Storage,11.85
Consumer,2011.0,Libya,Africa,Africa,Office Supplies,Labels,10.8
Consumer,2011.0,Lithuania,EMEA,EMEA,Office Supplies,Binders,-2.025
Consumer,2011.0,Lithuania,EMEA,EMEA,Office Supplies,Storage,-54.057
Consumer,2011.0,Lithuania,EMEA,EMEA,Technology,Phones,-91.803
Consumer,2011.0,Madagascar,Africa,Africa,Office Supplies,Labels,9.18
Consumer,2011.0,Madagascar,Africa,Africa,Office Supplies,Supplies,3.6899999999999995
Consumer,2011.0,Malaysia,APAC,Southeast Asia,Furniture,Chairs,215.07
Consumer,2011.0,Malaysia,APAC,Southeast Asia,Furniture,Furnishings,27.78
Consumer,2011.0,Malaysia,APAC,Southeast Asia,Office Supplies,Labels,32.85
Consumer,2011.0,Malaysia,APAC,Southeast Asia,Office Supplies,Storage,63.81
Consumer,2011.0,Malaysia,APAC,Southeast Asia,Technology,Accessories,11.76
Consumer,2011.0,Malaysia,APAC,Southeast Asia,Technology,Copiers,331.92
Consumer,2011.0,Malaysia,APAC,Southeast Asia,Technology,Machines,215.73
Consumer,2011.0,Malaysia,APAC,Southeast Asia,Technology,Phones,720.33
Consumer,2011.0,Martinique,LATAM,Caribbean,Office Supplies,Binders,3.48
Consumer,2011.0,Martinique,LATAM,Caribbean,Office Supplies,Paper,54.8
Consumer,2011.0,Mexico,LATAM,North,Furniture,Bookcases,188.95200000000006
Consumer,2011.0,Mexico,LATAM,North,Furniture,Chairs,504.4759999999999
Consumer,2011.0,Mexico,LATAM,North,Furniture,Furnishings,-216.69600000000003
Consumer,2011.0,Mexico,LATAM,North,Furniture,Tables,712.708
Consumer,2011.0,Mexico,LATAM,North,Office Supplies,Appliances,1310.22
Consumer,2011.0,Mexico,LATAM,North,Office Supplies,Art,102.02
Consumer,2011.0,Mexico,LATAM,North,Office Supplies,Binders,350.8199999999999
Consumer,2011.0,Mexico,LATAM,North,Office Supplies,Envelopes,214.10000000000005
Consumer,2011.0,Mexico,LATAM,North,Office Supplies,Fasteners,146.3
Consumer,2011.0,Mexico,LATAM,North,Office Supplies,Labels,83.58
Consumer,2011.0,Mexico,LATAM,North,Office Supplies,Paper,187.31999999999996
Consumer,2011.0,Mexico,LATAM,North,Office Supplies,Storage,1317.6200000000003
Consumer,2011.0,Mexico,LATAM,North,Office Supplies,Supplies,215.52
Consumer,2011.0,Mexico,LATAM,North,Technology,Accessories,313.42
Consumer,2011.0,Mexico,LATAM,North,Technology,Copiers,1805.0226400000004
Consumer,2011.0,Mexico,LATAM,North,Technology,Machines,497.76000000000005
Consumer,2011.0,Mexico,LATAM,North,Technology,Phones,2482.88
Consumer,2011.0,Moldova,EMEA,EMEA,Technology,Machines,62.82
Consumer,2011.0,Mongolia,EMEA,EMEA,Office Supplies,Art,9.99
Consumer,2011.0,Morocco,Africa,Africa,Furniture,Bookcases,235.08
Consumer,2011.0,Morocco,Africa,Africa,Furniture,Chairs,463.11
Consumer,2011.0,Morocco,Africa,Africa,Furniture,Furnishings,98.03999999999999
Consumer,2011.0,Morocco,Africa,Africa,Furniture,Tables,115.2
Consumer,2011.0,Morocco,Africa,Africa,Office Supplies,Appliances,223.5
Consumer,2011.0,Morocco,Africa,Africa,Office Supplies,Art,42.42
Consumer,2011.0,Morocco,Africa,Africa,Office Supplies,Binders,76.08
Consumer,2011.0,Morocco,Africa,Africa,Office Supplies,Envelopes,2.85
Consumer,2011.0,Morocco,Africa,Africa,Office Supplies,Labels,12.51
Consumer,2011.0,Morocco,Africa,Africa,Office Supplies,Paper,11.37
Consumer,2011.0,Morocco,Africa,Africa,Office Supplies,Storage,111.06
Consumer,2011.0,Morocco,Africa,Africa,Office Supplies,Supplies,121.62000000000002
Consumer,2011.0,Morocco,Africa,Africa,Technology,Accessories,132.18
Consumer,2011.0,Morocco,Africa,Africa,Technology,Copiers,42.24
Consumer,2011.0,Morocco,Africa,Africa,Technology,Machines,471.09000000000003
Consumer,2011.0,Morocco,Africa,Africa,Technology,Phones,17.82
Consumer,2011.0,Mozambique,Africa,Africa,Furniture,Bookcases,120.36
Consumer,2011.0,Mozambique,Africa,Africa,Furniture,Chairs,194.76
Consumer,2011.0,Mozambique,Africa,Africa,Furniture,Furnishings,41.459999999999994
Consumer,2011.0,Mozambique,Africa,Africa,Office Supplies,Art,32.010000000000005
Consumer,2011.0,Mozambique,Africa,Africa,Office Supplies,Binders,12.36
Consumer,2011.0,Mozambique,Africa,Africa,Office Supplies,Envelopes,8.19
Consumer,2011.0,Mozambique,Africa,Africa,Office Supplies,Storage,138.75
Consumer,2011.0,Myanmar (Burma),APAC,Southeast Asia,Furniture,Chairs,109.31700000000001
Consumer,2011.0,Myanmar (Burma),APAC,Southeast Asia,Furniture,Furnishings,-5.4411
Consumer,2011.0,Myanmar (Burma),APAC,Southeast Asia,Office Supplies,Appliances,26.3571
Consumer,2011.0,Myanmar (Burma),APAC,Southeast Asia,Office Supplies,Art,4.8399
Consumer,2011.0,Myanmar (Burma),APAC,Southeast Asia,Office Supplies,Fasteners,-1.152
Consumer,2011.0,Myanmar (Burma),APAC,Southeast Asia,Office Supplies,Labels,13.6275
Consumer,2011.0,Myanmar (Burma),APAC,Southeast Asia,Office Supplies,Paper,9.8406
Consumer,2011.0,Myanmar (Burma),APAC,Southeast Asia,Technology,Accessories,-107.3484
Consumer,2011.0,Myanmar (Burma),APAC,Southeast Asia,Technology,Copiers,-151.7724
Consumer,2011.0,Myanmar (Burma),APAC,Southeast Asia,Technology,Phones,14.3424
Consumer,2011.0,Netherlands,EU,Central,Furniture,Bookcases,-1382.2800000000002
Consumer,2011.0,Netherlands,EU,Central,Furniture,Chairs,-459.45
Consumer,2011.0,Netherlands,EU,Central,Furniture,Furnishings,40.47
Consumer,2011.0,Netherlands,EU,Central,Furniture,Tables,-499.977
Consumer,2011.0,Netherlands,EU,Central,Office Supplies,Appliances,-1856.175
Consumer,2011.0,Netherlands,EU,Central,Office Supplies,Art,-149.39999999999998
Consumer,2011.0,Netherlands,EU,Central,Office Supplies,Binders,-81.0
Consumer,2011.0,Netherlands,EU,Central,Office Supplies,Envelopes,-43.769999999999996
Consumer,2011.0,Netherlands,EU,Central,Office Supplies,Fasteners,-26.79
Consumer,2011.0,Netherlands,EU,Central,Office Supplies,Labels,-29.79
Consumer,2011.0,Netherlands,EU,Central,Office Supplies,Paper,-37.86
Consumer,2011.0,Netherlands,EU,Central,Office Supplies,Storage,-472.86
Consumer,2011.0,Netherlands,EU,Central,Office Supplies,Supplies,-18.66
Consumer,2011.0,Netherlands,EU,Central,Technology,Accessories,-355.62
Consumer,2011.0,Netherlands,EU,Central,Technology,Copiers,-1778.64
Consumer,2011.0,Netherlands,EU,Central,Technology,Phones,-468.735
Consumer,2011.0,New Zealand,APAC,Oceania,Furniture,Bookcases,86.46
Consumer,2011.0,New Zealand,APAC,Oceania,Furniture,Chairs,728.1
Consumer,2011.0,New Zealand,APAC,Oceania,Furniture,Furnishings,78.33000000000001
Consumer,2011.0,New Zealand,APAC,Oceania,Furniture,Tables,517.56
Consumer,2011.0,New Zealand,APAC,Oceania,Office Supplies,Appliances,70.5
Consumer,2011.0,New Zealand,APAC,Oceania,Office Supplies,Art,109.2
Consumer,2011.0,New Zealand,APAC,Oceania,Office Supplies,Binders,25.139999999999997
Consumer,2011.0,New Zealand,APAC,Oceania,Office Supplies,Envelopes,53.84400000000001
Consumer,2011.0,New Zealand,APAC,Oceania,Office Supplies,Fasteners,46.013999999999996
Consumer,2011.0,New Zealand,APAC,Oceania,Office Supplies,Labels,28.14
Consumer,2011.0,New Zealand,APAC,Oceania,Office Supplies,Paper,112.90200000000002
Consumer,2011.0,New Zealand,APAC,Oceania,Office Supplies,Storage,125.64
Consumer,2011.0,New Zealand,APAC,Oceania,Office Supplies,Supplies,39.0
Consumer,2011.0,New Zealand,APAC,Oceania,Technology,Accessories,291.88800000000003
Consumer,2011.0,New Zealand,APAC,Oceania,Technology,Copiers,-466.64400000000006
Consumer,2011.0,New Zealand,APAC,Oceania,Technology,Phones,344.03999999999996
Consumer,2011.0,Nicaragua,LATAM,Central,Furniture,Bookcases,230.79999999999998
Consumer,2011.0,Nicaragua,LATAM,Central,Furniture,Chairs,1243.42
Consumer,2011.0,Nicaragua,LATAM,Central,Furniture,Furnishings,66.72
Consumer,2011.0,Nicaragua,LATAM,Central,Furniture,Tables,363.556
Consumer,2011.0,Nicaragua,LATAM,Central,Office Supplies,Appliances,319.1
Consumer,2011.0,Nicaragua,LATAM,Central,Office Supplies,Art,108.96
Consumer,2011.0,Nicaragua,LATAM,Central,Office Supplies,Binders,78.46000000000001
Consumer,2011.0,Nicaragua,LATAM,Central,Office Supplies,Envelopes,43.959999999999994
Consumer,2011.0,Nicaragua,LATAM,Central,Office Supplies,Fasteners,8.16
Consumer,2011.0,Nicaragua,LATAM,Central,Office Supplies,Labels,19.68
Consumer,2011.0,Nicaragua,LATAM,Central,Office Supplies,Paper,45.0
Consumer,2011.0,Nicaragua,LATAM,Central,Office Supplies,Storage,316.08
Consumer,2011.0,Nicaragua,LATAM,Central,Office Supplies,Supplies,122.6
Consumer,2011.0,Nicaragua,LATAM,Central,Technology,Accessories,197.10000000000002
Consumer,2011.0,Nicaragua,LATAM,Central,Technology,Copiers,624.4517999999999
Consumer,2011.0,Nicaragua,LATAM,Central,Technology,Phones,492.91999999999996
Consumer,2011.0,Niger,Africa,Africa,Furniture,Bookcases,19.59
Consumer,2011.0,Niger,Africa,Africa,Office Supplies,Binders,2.97
Consumer,2011.0,Niger,Africa,Africa,Office Supplies,Paper,106.8
Consumer,2011.0,Niger,Africa,Africa,Office Supplies,Storage,2.79
Consumer,2011.0,Nigeria,Africa,Africa,Furniture,Bookcases,-1401.2219999999998
Consumer,2011.0,Nigeria,Africa,Africa,Furniture,Chairs,-427.24199999999996
Consumer,2011.0,Nigeria,Africa,Africa,Furniture,Furnishings,-245.68199999999996
Consumer,2011.0,Nigeria,Africa,Africa,Furniture,Tables,-275.757
Consumer,2011.0,Nigeria,Africa,Africa,Office Supplies,Appliances,-1291.509
Consumer,2011.0,Nigeria,Africa,Africa,Office Supplies,Art,-346.983
Consumer,2011.0,Nigeria,Africa,Africa,Office Supplies,Binders,-288.273
Consumer,2011.0,Nigeria,Africa,Africa,Office Supplies,Envelopes,-64.554
Consumer,2011.0,Nigeria,Africa,Africa,Office Supplies,Fasteners,-51.972
Consumer,2011.0,Nigeria,Africa,Africa,Office Supplies,Labels,-65.19
Consumer,2011.0,Nigeria,Africa,Africa,Office Supplies,Paper,-488.418
Consumer,2011.0,Nigeria,Africa,Africa,Office Supplies,Storage,-963.657
Consumer,2011.0,Nigeria,Africa,Africa,Office Supplies,Supplies,-378.183
Consumer,2011.0,Nigeria,Africa,Africa,Technology,Accessories,-203.55300000000003
Consumer,2011.0,Nigeria,Africa,Africa,Technology,Copiers,-1447.002
Consumer,2011.0,Nigeria,Africa,Africa,Technology,Machines,-228.456
Consumer,2011.0,Nigeria,Africa,Africa,Technology,Phones,-498.942
Consumer,2011.0,Norway,EU,North,Furniture,Furnishings,9.18
Consumer,2011.0,Norway,EU,North,Office Supplies,Binders,25.53
Consumer,2011.0,Norway,EU,North,Office Supplies,Labels,8.1
Consumer,2011.0,Norway,EU,North,Office Supplies,Storage,2.97
Consumer,2011.0,Norway,EU,North,Office Supplies,Supplies,68.04
Consumer,2011.0,Norway,EU,North,Technology,Accessories,18.45
Consumer,2011.0,Norway,EU,North,Technology,Phones,142.08
Consumer,2011.0,Pakistan,APAC,Central Asia,Furniture,Bookcases,-7.847999999999999
Consumer,2011.0,Pakistan,APAC,Central Asia,Furniture,Chairs,98.946
Consumer,2011.0,Pakistan,APAC,Central Asia,Furniture,Furnishings,-53.91
Consumer,2011.0,Pakistan,APAC,Central Asia,Furniture,Tables,-1218.384
Consumer,2011.0,Pakistan,APAC,Central Asia,Office Supplies,Art,-11.76
Consumer,2011.0,Pakistan,APAC,Central Asia,Office Supplies,Envelopes,-7.98
Consumer,2011.0,Pakistan,APAC,Central Asia,Office Supplies,Labels,-19.695
Consumer,2011.0,Pakistan,APAC,Central Asia,Office Supplies,Paper,0.0
Consumer,2011.0,Pakistan,APAC,Central Asia,Office Supplies,Storage,-3.72
Consumer,2011.0,Pakistan,APAC,Central Asia,Office Supplies,Supplies,-63.105
Consumer,2011.0,Pakistan,APAC,Central Asia,Technology,Accessories,-33.24
Consumer,2011.0,Pakistan,APAC,Central Asia,Technology,Copiers,-0.195
Consumer,2011.0,Pakistan,APAC,Central Asia,Technology,Phones,-29.43
Consumer,2011.0,Panama,LATAM,Central,Furniture,Bookcases,-297.48
Consumer,2011.0,Panama,LATAM,Central,Furniture,Chairs,-333.272
Consumer,2011.0,Panama,LATAM,Central,Furniture,Furnishings,-36.816
Consumer,2011.0,Panama,LATAM,Central,Office Supplies,Appliances,-325.036
Consumer,2011.0,Panama,LATAM,Central,Office Supplies,Art,-24.264000000000003
Consumer,2011.0,Panama,LATAM,Central,Office Supplies,Binders,1.956
Consumer,2011.0,Panama,LATAM,Central,Office Supplies,Envelopes,0.768
Consumer,2011.0,Panama,LATAM,Central,Office Supplies,Fasteners,-33.948
Consumer,2011.0,Panama,LATAM,Central,Office Supplies,Labels,-0.648
Consumer,2011.0,Panama,LATAM,Central,Office Supplies,Paper,-3.508
Consumer,2011.0,Panama,LATAM,Central,Office Supplies,Storage,1.18
Consumer,2011.0,Panama,LATAM,Central,Office Supplies,Supplies,-18.727999999999998
Consumer,2011.0,Panama,LATAM,Central,Technology,Accessories,-137.704
Consumer,2011.0,Panama,LATAM,Central,Technology,Copiers,-127.20215999999999
Consumer,2011.0,Papua New Guinea,APAC,Oceania,Technology,Accessories,-37.44
Consumer,2011.0,Paraguay,LATAM,South,Technology,Accessories,26.04
Consumer,2011.0,Peru,LATAM,South,Furniture,Chairs,-157.0
Consumer,2011.0,Peru,LATAM,South,Office Supplies,Appliances,-79.524
Consumer,2011.0,Peru,LATAM,South,Office Supplies,Art,2.304
Consumer,2011.0,Peru,LATAM,South,Office Supplies,Binders,-34.644
Consumer,2011.0,Peru,LATAM,South,Office Supplies,Envelopes,-10.552
Consumer,2011.0,Peru,LATAM,South,Office Supplies,Labels,-3.008
Consumer,2011.0,Peru,LATAM,South,Office Supplies,Paper,-7.956
Consumer,2011.0,Peru,LATAM,South,Office Supplies,Storage,-157.968
Consumer,2011.0,Peru,LATAM,South,Technology,Accessories,1.3159999999999998
Consumer,2011.0,Peru,LATAM,South,Technology,Copiers,-132.42456
Consumer,2011.0,Philippines,APAC,Southeast Asia,Furniture,Bookcases,43.48950000000001
Consumer,2011.0,Philippines,APAC,Southeast Asia,Furniture,Chairs,-184.53749999999997
Consumer,2011.0,Philippines,APAC,Southeast Asia,Furniture,Furnishings,136.0725
Consumer,2011.0,Philippines,APAC,Southeast Asia,Furniture,Tables,-1434.1575
Consumer,2011.0,Philippines,APAC,Southeast Asia,Office Supplies,Appliances,134.51999999999998
Consumer,2011.0,Philippines,APAC,Southeast Asia,Office Supplies,Art,-30.7185
Consumer,2011.0,Philippines,APAC,Southeast Asia,Office Supplies,Binders,151.341
Consumer,2011.0,Philippines,APAC,Southeast Asia,Office Supplies,Envelopes,-13.4535
Consumer,2011.0,Philippines,APAC,Southeast Asia,Office Supplies,Fasteners,-80.2905
Consumer,2011.0,Philippines,APAC,Southeast Asia,Office Supplies,Labels,-2.4465
Consumer,2011.0,Philippines,APAC,Southeast Asia,Office Supplies,Paper,-200.1165
Consumer,2011.0,Philippines,APAC,Southeast Asia,Office Supplies,Storage,-594.5145
Consumer,2011.0,Philippines,APAC,Southeast Asia,Office Supplies,Supplies,-349.92150000000004
Consumer,2011.0,Philippines,APAC,Southeast Asia,Technology,Accessories,-545.472
Consumer,2011.0,Philippines,APAC,Southeast Asia,Technology,Copiers,-248.418
Consumer,2011.0,Philippines,APAC,Southeast Asia,Technology,Machines,-326.7075
Consumer,2011.0,Philippines,APAC,Southeast Asia,Technology,Phones,-157.905
Consumer,2011.0,Poland,EMEA,EMEA,Furniture,Furnishings,39.36
Consumer,2011.0,Poland,EMEA,EMEA,Office Supplies,Art,4.74
Consumer,2011.0,Poland,EMEA,EMEA,Office Supplies,Binders,8.19
Consumer,2011.0,Poland,EMEA,EMEA,Office Supplies,Fasteners,0.0
Consumer,2011.0,Poland,EMEA,EMEA,Office Supplies,Labels,10.8
Consumer,2011.0,Poland,EMEA,EMEA,Office Supplies,Paper,14.46
Consumer,2011.0,Poland,EMEA,EMEA,Office Supplies,Storage,76.38
Consumer,2011.0,Poland,EMEA,EMEA,Technology,Accessories,32.4
Consumer,2011.0,Poland,EMEA,EMEA,Technology,Machines,116.43
Consumer,2011.0,Poland,EMEA,EMEA,Technology,Phones,142.56
Consumer,2011.0,Portugal,EU,South,Furniture,Bookcases,-57.54
Consumer,2011.0,Portugal,EU,South,Furniture,Chairs,-103.32
Consumer,2011.0,Portugal,EU,South,Furniture,Furnishings,-114.45
Consumer,2011.0,Portugal,EU,South,Office Supplies,Appliances,-376.335
Consumer,2011.0,Portugal,EU,South,Office Supplies,Art,-78.93
