ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,december_promotion,december_promotion_lower,december_promotion_upper,holidays,holidays_lower,holidays_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2012-02-20,3412.4478450470747,-28993.745798338532,32943.77417504416,2121.630507806125,5104.059191088597,0.0,0.0,0.0,0.0,0.0,0.0,-0.11062647079812037,-0.14910187601309755,-0.06699904174498746,-0.015502435828322123,-0.04663453879934751,0.018408578631216047,-0.09512403496979825,-0.15927027805664992,-0.0393549354407948,0.0,0.0,0.0,3034.9407831668655
2012-02-21,3417.107428317894,-31480.012837729704,34868.132311034096,2124.638891204596,5109.224996220027,0.0,0.0,0.0,0.0,0.0,0.0,-0.10127511394634621,-0.17081338924714762,-0.052279094320940425,-0.017566949521898165,-0.030686450254550895,-0.011728948862557027,-0.08370816442444805,-0.1590844403845906,-0.021592644066389534,0.0,0.0,0.0,3071.0394841480934
2012-02-22,3421.767011588714,-31990.436877636286,37475.087600972285,2127.647274603066,5114.390801351456,0.0,0.0,0.0,0.0,0.0,0.0,-0.054650067893287024,-0.15641013962836714,0.01651817400436358,0.016779674525247968,-0.02844404028424942,0.05355076198003613,-0.07142974241853499,-0.15614119366633303,-0.004043200056312491,0.0,0.0,0.0,3234.767212090381
2012-02-23,3426.4265948595344,-32424.250760821447,40070.32114167802,2130.655658001536,5119.5566064828845,0.0,0.0,0.0,0.0,0.0,0.0,-0.03933404879824787,-0.07210003048803523,0.005729182812953235,0.019214183263821814,-0.01722887460443729,0.07846908779455061,-0.05854823206206967,-0.15056911828258585,0.012895507356545086,0.0,0.0,0.0,3291.651363973715
2012-02-24,3431.895816330232,-29892.54487166189,37903.655545957794,2133.5356412906567,5125.669208400665,0.0,0.0,0.0,0.0,0.0,0.0,-0.012278246745551754,-0.14194177328599,0.1371045730044437,0.033048179881902555,-0.036827769572653705,0.13201359725254022,-0.045326426627454314,-0.14254237808798978,0.0288457768682367,0.0,0.0,0.0,3389.7581526923022
2012-02-25,3437.3650378009306,-31616.12148553399,34557.46811001861,2136.415624579778,5131.781810318444,0.0,0.0,0.0,0.0,0.0,0.0,-0.053180534805950475,-0.12026897590521393,0.06840264036804979,-0.021156714468835075,-0.07592511369100427,0.02494263730729926,-0.032023820337115406,-0.13227394696797762,0.04346000306075052,0.0,0.0,0.0,3254.5641267674014
2012-02-27,3448.3034807423273,-31589.52526095391,33959.30161963758,2142.17559115802,5144.0070141540045,0.0,0.0,0.0,0.0,0.0,0.0,-0.02166241821857522,-0.09463742637895681,0.055743487035053996,-0.015502435828206665,-0.04663453879912004,0.018408578630930216,-0.006159982390368559,-0.10601340010628559,0.0674931942492569,0.0,0.0,0.0,3373.6048885979185
2012-02-28,3453.772702213026,-30512.253600906923,35675.16885767615,2145.0555744471417,5150.1196160717855,0.0,0.0,0.0,0.0,0.0,0.0,-0.01161332450715878,-0.10230236313027165,0.06608784270500129,-0.017566949521843674,-0.03068645025452467,-0.011728948862802398,0.005953625014684889,-0.09057341426746925,0.07799489355046034,0.0,0.0,0.0,3413.6629190482595
2012-02-29,3459.2419236837245,-33183.86604114943,36593.739484407146,2147.9355577362626,5156.2322179895655,0.0,0.0,0.0,0.0,0.0,0.0,0.03404239161569217,-0.07424932820845,0.145898325345725,0.016779674525282545,-0.02844404028414373,0.053550761980320896,0.017262717090409635,-0.07398038224596809,0.0923475633654041,0.0,0.0,0.0,3577.0027919431864
2012-03-01,3464.7111451544233,-32654.477239241383,38484.883458304146,2150.8155410253835,5162.3448199073455,0.0,0.0,0.0,0.0,0.0,0.0,0.04682290139418679,-0.002514250927555587,0.0875695707597506,0.0192141832638469,-0.01722887460435535,0.07846908779436565,0.027608718130339886,-0.05652705462280881,0.10479844536410592,0.0,0.0,0.0,3626.9389734633287
2012-03-02,3470.1803666251217,-31205.95759238082,35975.07955784721,2153.695524314505,5168.4574218251255,0.0,0.0,0.0,0.0,0.0,0.0,0.06991336403341106,-0.0378992888311485,0.24726531829310067,0.03304817988189543,-0.036827769572776496,0.13201359725263484,0.03686518415151562,-0.03849989363322851,0.11525172104046583,0.0,0.0,0.0,3712.7923498585797
2012-03-03,3475.6495880958196,-30710.36868704838,34769.70306468015,2156.5755076036257,5174.570023742905,0.0,0.0,0.0,0.0,0.0,0.0,0.02378296679706228,-0.058411050361975775,0.11397739624531657,-0.021156714468840303,-0.07592511369101981,0.02494263730733705,0.04493968126590259,-0.020172809405187134,0.12365847333839769,0.0,0.0,0.0,3558.3108468477258
2012-03-05,3486.5880310372163,-32193.26329518499,34287.87538195125,2162.335474181868,5186.7952275784655,0.0,0.0,0.0,0.0,0.0,0.0,0.04184489288135871,-0.049702028081484044,0.12822329772261856,-0.015502435828281891,-0.04663453879925525,0.018408578631079267,0.0573473287096406,-0.0030674892822287925,0.1343629745634253,0.0,0.0,0.0,3632.4839337173958
2012-03-06,3492.057252507915,-32703.734682986873,37271.53162486293,2165.215457470989,5192.9078294962455,0.0,0.0,0.0,0.0,0.0,0.0,0.044101597513525666,-0.015361013413869258,0.12487407927088776,-0.017566949521856945,-0.030686450254527348,-0.011728948862731837,0.06166854703538263,0.0005843347107408072,0.13678113011644627,0.0,0.0,0.0,3646.0625559522077
2012-03-07,3497.5264739786135,-34350.982565792125,38288.282164131626,2168.0954407601103,5199.0204314140265,0.0,0.0,0.0,0.0,0.0,0.0,0.08156048379469576,0.038518177694709575,0.19093669158323398,0.01677967452525859,-0.02844404028421324,0.0535507619801417,0.06478080926943715,0.003401299462343065,0.1373859296030923,0.0,0.0,0.0,3782.7864252810655
2012-03-08,3502.9956954493123,-31200.471907225558,40698.94586315961,2170.9754240492316,5205.133033331806,0.0,0.0,0.0,0.0,0.0,0.0,0.0859695691007029,0.028157224170481613,0.1463267822190899,0.01921418326385008,-0.01722887460430997,0.07846908779445337,0.0667553858368528,0.005374379761663494,0.13632400849077755,0.0,0.0,0.0,3804.146725948707
2012-03-09,3508.4649169200106,-32283.28512355927,37323.77811953394,2173.8554073383525,5211.2456352495865,0.0,0.0,0.0,0.0,0.0,0.0,0.10073691515164472,0.010153220787676534,0.26578055452513116,0.03304817988185006,-0.036827769572533094,0.1320135972523962,0.0676887352697947,0.006509628505742302,0.133766957272735,0.0,0.0,0.0,3861.896849568304
2012-03-10,3513.9341383907085,-32165.125244365277,42916.3397142775,2176.7353906274734,5217.3582371673665,0.0,0.0,0.0,0.0,0.0,0.0,0.04654159303365877,-0.03882191492695436,0.11020802672752333,-0.02115671446885217,-0.07592511369111825,0.024942637307329523,0.06769830750251093,0.006827437627458798,0.12990514622227298,0.0,0.0,0.0,3677.4782310067694
2012-03-11,3519.403359861407,-31180.224458490255,39520.23869135507,2179.6153739165948,5223.4708390851465,0.0,0.0,0.0,0.0,0.0,0.0,0.05210193992799858,0.013120740523751017,0.1302819052457639,-0.014815937852000792,-0.09748534746521997,0.10582605365173403,0.06691787777999937,0.006361554867335398,0.1249412716453599,0.0,0.0,0.0,3702.771102299302
2012-03-12,3524.8725813321057,-29513.92952589956,36113.5726604074,2182.4953572057157,5229.583441002926,0.0,0.0,0.0,0.0,0.0,0.0,0.04999012537769546,-0.04147665247641942,0.14299876596338476,-0.015502435828357114,-0.04663453879939046,0.01840857863122834,0.06549256120605257,0.005157886322971038,0.12459018733215642,0.0,0.0,0.0,3701.081403613299
2012-03-13,3530.341802802804,-34447.24166796673,40564.255317972194,2185.3753404948366,5235.6960429207065,0.0,0.0,0.0,0.0,0.0,0.0,0.04600671501904762,-0.02842647838674161,0.12449202926258601,-0.017566949521870216,-0.030686450254530005,-0.011728948862661282,0.06357366454091783,0.0022599718677883953,0.13622097812524733,0.0,0.0,0.0,3692.761232044183
2012-03-14,3535.8110242735024,-34574.57281222537,36554.46747083666,2188.255323783958,5241.8086448384865,0.0,0.0,0.0,0.0,0.0,0.0,0.07809320829451115,-0.036285566317612525,0.15906336807475246,0.016779674525293227,-0.028444040284154957,0.05355076198019501,0.06131353376921792,-0.007841526033457563,0.14680986063514814,0.0,0.0,0.0,3811.9338510821217
2012-03-15,3541.2802457442012,-29516.569273941743,37627.964053349984,2191.135307073079,5247.921246756267,0.0,0.0,0.0,0.0,0.0,0.0,0.07807473645847231,-0.024020502381173283,0.23484544038000849,0.019214183263853265,-0.01722887460426458,0.07846908779454108,0.058860553194619025,-0.01685417783754117,0.15637635258546742,0.0,0.0,0.0,3817.764767656274
2012-03-16,3546.7494672148996,-29273.128738448813,39505.07790763274,2194.0152903621997,5254.0338486740475,0.0,0.0,0.0,0.0,0.0,0.0,0.08940262439274872,-0.06132752088469015,0.222752323913656,0.03304817988190323,-0.03682776957270718,0.13201359725258466,0.05635444451084551,-0.024499751311982974,0.1649507055079223,0.0,0.0,0.0,3863.8381776474953
2012-03-17,3552.2186886855984,-28641.18117775332,38994.99085817336,2196.895273651321,5260.146450591827,0.0,0.0,0.0,0.0,0.0,0.0,0.03276528824791553,-0.055303218414377166,0.184574716252202,-0.021156714468801033,-0.07592511369079695,0.024942637307209893,0.053922002716716565,-0.030540594494676134,0.17256974518944085,0.0,0.0,0.0,3668.6081579400143
2012-03-19,3563.1571316269947,-32815.85413814694,34836.18337905432,2202.6552402295633,5272.371654427387,-0.018111776648023808,-0.06306530000773661,0.002793009984307623,-0.018111776648023808,-0.06306530000773661,0.002793009984307623,0.016084879529699017,-0.07737271921052152,0.14044142826369704,-0.015502435828333832,-0.046634538799353996,0.01840857863119762,0.049699092006056676,-0.037092853909476836,0.18509814964023605,0.0,0.0,0.0,3620.470084834603
2012-03-20,3568.626353097693,-32223.00051026595,35259.39647664998,2205.5352235186842,5278.4842563451675,-0.012146998720060287,-0.04862857813822114,0.027396644919952494,-0.012146998720060287,-0.04862857813822114,0.027396644919952494,0.01835366345010692,-0.07897700685688713,0.12972175050904466,-0.01756694952188349,-0.03068645025453269,-0.01172894886259072,0.048067611692050684,-0.03737574506534786,0.1900792775098565,0.0,0.0,0.0,3634.1237201616304
2012-03-21,3574.0955745683914,-31457.70649457903,37784.40359648411,2208.415206807805,5284.596858262947,-0.013693606553401972,-0.026018175847981138,-0.003497970829117903,-0.013693606553401972,-0.026018175847981138,-0.003497970829117903,0.04991003523279563,-0.09006324726222727,0.18652742871296973,0.016779674525210623,-0.028444040284304847,0.05355076198001476,0.04682396726098697,-0.035601031129941285,0.1942424596785345,0.0,0.0,0.0,3752.478810620479
2012-03-22,3579.56479603909,-31158.226246473398,36601.22390007914,2211.2951900969265,5290.709460180728,-0.0052864524749714975,-0.024982223824810974,0.030677179040764765,-0.0052864524749714975,-0.024982223824810974,0.030677179040764765,0.05991674737852234,-0.06258381263455993,0.2510912291266818,0.019214183263811472,-0.017228874604514964,0.07846908779448758,0.04598901658968237,-0.03179030238701538,0.1976043651570052,0.0,0.0,0.0,3794.040675648416
2012-03-23,3585.0340175097886,-30861.268196592344,37720.530758747045,2214.1751733860474,5296.822062098508,0.006297737079624763,-0.021537273024835574,0.05195947871872292,0.006297737079624763,-0.021537273024835574,0.05195947871872292,0.08490553676007366,-0.08438304784471426,0.25273066959371526,0.0330481798818961,-0.03682776957282997,0.1320135972526793,0.045559619798552796,-0.03609354891737923,0.2001705860728724,0.0,0.0,0.0,3889.4232550695806
2012-03-24,3590.5032389804874,-29577.541287916036,40390.45861259261,2217.0551566751683,5302.934664016288,0.013631114234445846,-0.006205427429040407,0.04846586322845322,0.013631114234445846,-0.006205427429040407,0.04846586322845322,0.03798401808850106,-0.08061727233451914,0.2209019282571041,-0.021156714468862612,-0.07592511369114932,0.024942637307405084,0.04550961832291781,-0.040269839146226345,0.20193485542214695,0.0,0.0,0.0,3726.8849789567444
2012-03-26,3601.4416819218836,-32247.32008535853,35546.47152416439,2222.8151232534105,5315.159867851848,-0.012438649053814954,-0.04867729115507938,0.01709469922019784,-0.012438649053814954,-0.04867729115507938,0.01709469922019784,0.018398200444786936,-0.0773454744466184,0.20922473190669902,-0.015502435828316877,-0.0466345387992982,0.01840857863109156,0.046339285326918785,-0.04780563486751803,0.20297366312568493,0.0,0.0,0.0,3667.7017278760927
2012-03-27,3606.910903392582,-33509.392104317376,38069.98132715781,2225.6951065425314,5321.272469769628,0.00841301644781537,-0.038421954481501236,0.047062068314552966,0.00841301644781537,-0.038421954481501236,0.047062068314552966,0.03791680396712425,-0.06879430412940994,0.23751273338487194,-0.01756694952182899,-0.030686450254506455,-0.011728948862836076,0.04707073704113785,-0.051061395913699056,0.20217961393315506,0.0,0.0,0.0,3743.6734370434015
2012-03-28,3612.3801248632803,-30294.65611155826,39396.7341251629,2228.575089831653,5327.385071687408,0.0011226062620810307,-0.03691840993667848,0.040655391292824514,0.0011226062620810307,-0.03691840993667848,0.040655391292824514,0.06579408198546884,-0.007941496897538232,0.19723700372506076,0.016779674525303847,-0.028444040284118777,0.05355076198030058,0.04789180119808398,-0.05391973212175544,0.20044981885206628,0.0,0.0,0.0,3850.053358961213
2012-03-29,3617.849346333979,-30398.28191903945,35713.39076912233,2231.4550731207746,5333.497673605188,0.01175916628683172,0.0076629092566773685,0.01700304415338859,0.01175916628683172,0.0076629092566773685,0.01700304415338859,0.0796734926933143,-0.01656281785669555,0.2838639471118334,0.019214183263836546,-0.017228874604433043,0.07846908779430262,0.048700143142646035,-0.05634870641898784,0.19773195006085342,0.0,0.0,0.0,3906.096039794631
2012-03-30,3623.3185678046775,-29584.292056234786,41567.39396240235,2234.3350564098955,5339.610275522969,0.0,0.0,0.0,0.0,0.0,0.0,0.0824376348900727,-0.021918050113857373,0.19457197521636466,0.033048179881850735,-0.03682776957258657,0.13201359725244066,0.04938945500822197,-0.05832433715952429,0.1939713704144827,0.0,0.0,0.0,3922.0163809877804
2012-03-31,3628.7877892753763,-29623.23704891643,38121.3695875019,2237.2150396990164,5345.722877440749,0.0,0.0,0.0,0.0,0.0,0.0,0.028697078112220192,-0.10547968425095214,0.20111939908648652,-0.021156714468867837,-0.07592511369116486,0.024942637307442866,0.04985379258108805,-0.05983033169654796,0.18911442802383172,0.0,0.0,0.0,3732.923395916883
2012-04-01,3634.2570107460747,-29904.546286159577,38409.467594302434,2240.0950229881378,5351.835479358529,0.0,0.0,0.0,0.0,0.0,0.0,0.03517594819505637,-0.07826985010412059,0.18744554732537483,-0.014815937851974069,-0.09748534746525751,0.10582605365169662,0.049991886047030414,-0.06085768058707505,0.18311193795485034,0.0,0.0,0.0,3762.095447083599
2012-04-02,3639.726232216773,-32694.73873220198,35691.60021460811,2242.9750062772587,5357.948081276308,0.0,0.0,0.0,0.0,0.0,0.0,0.03420884899971464,-0.10803867273302284,0.19433129436519336,-0.0155024358282936,-0.04663453879926175,0.018408578631060848,0.04971128482800824,-0.0614041339337611,0.1759227157341325,0.0,0.0,0.0,3764.2370772949766
2012-04-03,3645.195453687471,-32058.059117090444,37785.28371326789,2245.8549895663796,5364.060683194089,0.0,0.0,0.0,0.0,0.0,0.0,0.031365253259259464,-0.0774189314674049,0.15578807720116075,-0.017566949521925928,-0.030686450254566858,-0.011728948862439583,0.048932202781185395,-0.06147358334262981,0.16751702606360036,0.0,0.0,0.0,3759.5279322718798
2012-04-04,3650.6646751581693,-34164.808438489374,37398.52629198485,2248.734972855501,5370.173285111869,0.0,0.0,0.0,0.0,0.0,0.0,0.0643706146372239,-0.018794451874968615,0.1576108675330043,0.016779674525279897,-0.028444040284188295,0.05355076198012139,0.04759094011194403,-0.0610753742422995,0.15787981349514865,0.0,0.0,0.0,3885.660204132502
2012-04-05,3656.133896628868,-33021.67682379873,35873.89275642698,2251.614956144622,5376.285887029648,0.0,0.0,0.0,0.0,0.0,0.0,0.06485695538399351,-0.050382927677047606,0.22548267742051561,0.01921418326383973,-0.017228874604387656,0.07846908779439032,0.04564277212015378,-0.060223573848214015,0.14701358962612526,0.0,0.0,0.0,3893.2596096404327
2012-04-06,3661.6031180995665,-31611.709413663582,36703.3434184676,2254.494939433743,5382.3984889474295,0.0,0.0,0.0,0.0,0.0,0.0,0.07611239180056042,-0.02252993282646036,0.13554146814076434,0.0330481798819039,-0.03682776957276065,0.13201359725262912,0.0430642119186565,-0.05893621987212781,0.13778510571050237,0.0,0.0,0.0,3940.2964892425143
2012-04-07,3667.0723395702653,-31776.445131396384,36799.58605583336,2257.374922722864,5388.511090865209,0.0,0.0,0.0,0.0,0.0,0.0,0.018697859535380067,-0.12611767745091634,0.17008205500010393,-0.02115671446887971,-0.07592511369126331,0.024942637307435345,0.03985457400425977,-0.05723457419341488,0.14513941769266855,0.0,0.0,0.0,3735.638743081628
2012-04-09,3678.010782511662,-32693.97069458381,37066.751904299126,2263.1348893011063,5400.73629470077,0.0,0.0,0.0,0.0,0.0,0.0,0.01615499472888669,-0.0993198508679406,0.1274383345941498,-0.015502435828362492,-0.046634538799416286,0.018408578631285255,0.03165743055724919,-0.06781101586690436,0.1550824408982347,0.0,0.0,0.0,3737.429027315926
2012-04-10,3683.480003982361,-31936.555406947973,34585.7296202567,2266.0148725902272,5406.848896618549,0.0,0.0,0.0,0.0,0.0,0.0,0.009219034173812805,-0.08833430391299349,0.12695300758651434,-0.017566949521855533,-0.03068645025451179,-0.011728948862694967,0.026785983695668338,-0.07642725306735425,0.15763945784102615,0.0,0.0,0.0,3717.4381320176303
2012-04-11,3688.9492254530587,-32892.24213292893,38796.78008761476,2268.894855879348,5412.961498536329,0.0,0.0,0.0,0.0,0.0,0.0,0.03829299399299261,-0.03109549361379397,0.13019136589909913,0.016779674525314526,-0.028444040284130015,0.053550761980174694,0.021513319467678083,-0.08464625559396867,0.15863540618322913,0.0,0.0,0.0,3830.2101359837875
2012-04-12,3694.418446923757,-29171.78909106408,37639.73056970985,2271.7748391684695,5419.074100454109,0.0,0.0,0.0,0.0,0.0,0.0,0.03516365806731521,-0.10947233752242926,0.1509891917526469,0.019214183263820416,-0.017228874604490158,0.07846908779440744,0.0159494748034948,-0.0922434629179391,0.1581555162961287,0.0,0.0,0.0,3824.3277139489655
2012-04-13,3699.8876683944554,-28807.260461069996,38096.89889528595,2274.6548224575904,5425.18670237189,0.0,0.0,0.0,0.0,0.0,0.0,0.043268949797596656,-0.00334619636707963,0.11949202435818215,0.03304817988187765,-0.03682776957270035,0.1320135972525571,0.010220769915719026,-0.09898263854883091,0.1563197939308825,0.0,0.0,0.0,3859.9779221749623
2012-04-14,3705.7337893351023,-33363.24390141279,37135.822341201914,2278.0556509328876,5431.265740407558,0.0,0.0,0.0,0.0,0.0,0.0,-0.016690354637899567,-0.18054748530538572,0.1782210795885195,-0.021156714468828577,-0.075925113690942,0.02494263730731571,0.0044663598309290205,-0.1046223716144437,0.15327844228120377,0.0,0.0,0.0,3643.883778197452
2012-04-15,3711.579910275749,-33680.36706134529,40532.659496590204,2281.4564794081844,5437.344778443226,0.0,0.0,0.0,0.0,0.0,0.0,-0.01598161654722196,-0.18328672164985976,0.25503262627862455,-0.014815937851930977,-0.09748534746534532,0.10582605365165879,-0.0011656786952909976,-0.10892307839929723,0.14920657262696574,0.0,0.0,0.0,3652.26286336535
2012-04-16,3717.4260312163956,-32263.249412192014,37973.35148760398,2284.857307883481,5443.423816478893,0.0,0.0,0.0,0.0,0.0,0.0,-0.022025043672085912,-0.11779398750483352,0.1166542701261181,-0.015502435828247035,-0.04663453879918883,0.018408578630999418,-0.006522607843838885,-0.11165431066422665,0.14429837643030993,0.0,0.0,0.0,3635.5495605311053
2012-04-17,3723.2721521570425,-30865.14808922611,35780.88294748201,2288.2581363587783,5449.5028545145615,0.0,0.0,0.0,0.0,0.0,0.0,-0.029018458804916672,-0.1245092150512678,0.10807449280162768,-0.01756694952180104,-0.03068645025448556,-0.011728948862940328,-0.01145150928311562,-0.11260216420594565,0.13876094305611325,0.0,0.0,0.0,3615.22853259018
2012-04-18,3729.1182730976893,-28885.445045465873,37675.830426708744,2291.658964834075,5455.581892550228,0.0,0.0,0.0,0.0,0.0,0.0,0.0009758244329561271,-0.0660581475917323,0.10436387257640835,0.016779674525290517,-0.02844404028415212,0.05355076198022696,-0.01580385009233439,-0.1115765734000505,0.13280791286056046,0.0,0.0,0.0,3732.757237821961
2012-04-19,3734.9643940383357,-29502.95344652303,37802.851206318395,2295.059793309372,5461.6609305858965,0.0,0.0,0.0,0.0,0.0,0.0,-0.00022581349053611582,-0.12564715028618587,0.11948683063919155,0.019214183263823605,-0.01722887460444477,0.07846908779449514,-0.019439996754359715,-0.1084182756817411,0.12665315518274428,0.0,0.0,0.0,3734.12098869149
2012-04-20,3740.8105149789826,-29553.311144831965,38686.642737195456,2298.460621784669,5467.739968621563,0.0,0.0,0.0,0.0,0.0,0.0,0.010814638657924681,-0.09646502404308831,0.0836768853317853,0.03304817988185141,-0.036827769572640036,0.1320135972524851,-0.022233541223926734,-0.1030052341911806,0.12050465490442533,0.0,0.0,0.0,3781.266028986245
2012-04-21,3746.6566359196295,-30500.716510827246,37021.672941318335,2301.8614502599657,5473.819006657232,0.0,0.0,0.0,0.0,0.0,0.0,-0.04523202289489162,-0.17118343079130913,0.13950141731969753,-0.02115671446889016,-0.07592511369129439,0.024942637307510892,-0.02407530842600147,-0.11095591118080088,0.11455878001218664,0.0,0.0,0.0,3577.187777184415
2012-04-22,3752.502756860276,-28057.829586343396,37683.28534504902,2305.262278735263,5479.8980446929,0.0,0.0,0.0,0.0,0.0,0.0,-0.03969286161191777,-0.2209335752828979,0.2148211400989336,-0.014815937852036389,-0.0974853474652159,0.1058260536518216,-0.02487692375988136,-0.12344822781768199,0.10899508644711206,0.0,0.0,0.0,3603.555184233881
2012-04-23,3758.3488778009228,-27958.853977373365,38463.97967190915,2308.66310721056,5485.977082728567,0.0,0.0,0.0,0.0,0.0,0.0,-0.0400762678140894,-0.11598547521179134,0.07632768975357275,-0.015502435828322258,-0.04663453879932404,0.018408578631148486,-0.024573831985767142,-0.13439405384293984,0.10397179605760984,0.0,0.0,0.0,3607.728281635391
2012-04-24,3764.1949987415696,-29310.155893002877,37523.74850764057,2312.0639356858564,5492.056120764236,0.0,0.0,0.0,0.0,0.0,0.0,-0.04069462438808178,-0.15539840014796416,0.06893560913599636,-0.017566949521814312,-0.03068645025448824,-0.011728948862869768,-0.023127674866267475,-0.14366945128509437,0.0996220593904846,0.0,0.0,0.0,3611.0124971442856
2012-04-25,3770.041119682216,-31991.253833872124,34956.912661075075,2315.4647641611537,5498.135158799903,0.0,0.0,0.0,0.0,0.0,0.0,-0.003748279111734157,-0.15144648875135344,0.06760704789256775,0.0167796745252665,-0.028444040284174212,0.05355076198027921,-0.020527953637000648,-0.151177542788925,0.09605108817674196,0.0,0.0,0.0,3755.9099533029325
2012-04-26,3775.887240622863,-30994.272299509368,40862.91071857164,2318.865592636451,5504.214196835571,0.0,0.0,0.0,0.0,0.0,0.0,0.002421260031446723,-0.07838122597634443,0.08616788903013738,0.019214183263848692,-0.017228874604362836,0.0784690877943102,-0.016792923232401957,-0.15685031377065461,0.0933342135735885,0.0,0.0,0.0,3785.029645481833
2012-04-27,3781.733361563509,-33125.278269583534,33713.006813239,2322.266421111747,5510.293234871239,0.0,0.0,0.0,0.0,0.0,0.0,0.021078492311737012,-0.16004909377846496,0.1303208513961024,0.03304817988182516,-0.03682776957257974,0.13201359725241307,-0.011969687570088143,-0.16064969858030798,0.09151589643867775,0.0,0.0,0.0,3861.446599150265
2012-04-28,3787.579482504156,-28428.512933000617,35786.88151995853,2325.667249587045,5516.372272906907,0.0,0.0,0.0,0.0,0.0,0.0,-0.02729020290590292,-0.15056295734893127,0.11555232338386329,-0.021156714468902025,-0.07592511369139282,0.024942637307503384,-0.006133488437000896,-0.16256792841164516,0.09060968607635991,0.0,0.0,0.0,3684.215669904383
2012-04-29,3793.425603444803,-29942.281425338,39622.016912227016,2329.0680780623416,5522.451310942575,0.0,0.0,0.0,0.0,0.0,0.0,-0.014202141791187756,-0.2601124888605157,0.1964251485860588,-0.014815937851970322,-0.09748534746529938,0.10582605365172149,0.0006137960607825692,-0.1626271413952163,0.09059909493433731,0.0,0.0,0.0,3739.550835150358
2012-04-30,3799.27172438545,-31307.652336553867,37036.09102912071,2332.4689065376383,5528.530348978242,0.0,0.0,0.0,0.0,0.0,0.0,-0.00735653121256586,-0.14246969911776455,0.06379522321747289,-0.01550243582829898,-0.046634538799287584,0.01840857863111776,0.008145904615733114,-0.1608782777488823,0.09143932952159314,0.0,0.0,0.0,3771.3222633599894
2012-05-01,3805.1178453260964,-28532.28624304753,39162.6702464184,2335.8697350129355,5534.609387013909,0.0,0.0,0.0,0.0,0.0,0.0,-0.001251812714453555,-0.16912825317530156,0.07954191685149714,-0.017566949521827583,-0.030686450254490908,-0.011728948862799207,0.01631513680737404,-0.15739930431250235,0.09305979318128803,0.0,0.0,0.0,3800.3545504273234
2012-05-02,3810.9639662667423,-33824.40430671349,37388.760194895935,2339.2705634882323,5540.688425049579,0.0,0.0,0.0,0.0,0.0,0.0,0.04173558217308282,-0.15256177853851158,0.16910130947517849,0.016779674525242552,-0.028444040284243723,0.05355076198010002,0.024955907647840257,-0.15229283257636256,0.11555054749507845,0.0,0.0,0.0,3970.016766039525
2012-05-03,3816.810087207389,-31529.15248135323,37133.3032386718,2342.671391963529,5546.767463085245,0.0,0.0,0.0,0.0,0.0,0.0,0.05310299780429481,-0.06721412399620932,0.12189800164470778,0.019214183263807475,-0.017228874604501884,0.07846908779459996,0.03388881454048733,-0.14568321179080929,0.13912687624920966,0.0,0.0,0.0,4019.494144887773
2012-05-04,3822.656208148036,-30711.929059618124,41008.99267069171,2346.072220438826,5552.846501120914,0.0,0.0,0.0,0.0,0.0,0.0,0.07597328384747894,-0.13711258857122918,0.2937470123696109,0.03304817988187832,-0.03682776957275381,0.13201359725260153,0.04292510396560059,-0.13771319337326993,0.16173341511700934,0.0,0.0,0.0,4113.075953300994
2012-05-05,3828.5023290886825,-31337.35130955016,38063.266187565816,2349.473048914123,5558.925539156581,0.0,0.0,0.0,0.0,0.0,0.0,0.0307146993989611,-0.11653530309282406,0.13016309393851208,-0.02115671446880117,-0.07592511369081759,0.024942637307181045,0.051871413867762284,-0.12854027415564173,0.18293075092375033,0.0,0.0,0.0,3946.0936272748636
2012-05-06,3834.3484500293303,-33297.25893290144,38221.18594926939,2352.87387738942,5565.00457719225,0.0,0.0,0.0,0.0,0.0,0.0,0.04571872214978421,-0.21581818115896706,0.21485440726691282,-0.014815937851986672,-0.09748534746524906,0.10582605365172193,0.06053466000177088,-0.11833283369371794,0.2022948954553715,0.0,0.0,0.0,4009.6499614416766
2012-05-07,3840.194570969976,-31510.462412131885,35187.684662926105,2356.274705864717,5571.083615227917,0.0,0.0,0.0,0.0,0.0,0.0,0.05322449477278352,-0.0888576060523021,0.2132878291121481,-0.015502435828275693,-0.04663453879925112,0.018408578631087053,0.0687269306010592,-0.10726618468338915,0.2194275059528833,0.0,0.0,0.0,4044.5869868390396
2012-05-08,3846.0406919106226,-31508.26591614229,37041.30337398776,2359.675534340014,5577.162653263585,0.0,0.0,0.0,0.0,0.0,0.0,0.058703304243437206,-0.1072476042567533,0.22205871623954415,-0.01756694952184086,-0.030686450254493573,-0.011728948862728652,0.07627025376527809,-0.09551865539402463,0.23396576708516476,0.0,0.0,0.0,4071.815988780492
2012-05-09,3851.8868128512695,-32878.736351701154,39033.70011299773,2363.076362815311,5583.241691299253,0.0,0.0,0.0,0.0,0.0,0.0,0.09978078042214972,-0.08353676495107241,0.2991424404420053,0.016779674525277125,-0.028444040284138026,0.053550761980384776,0.0830011058968726,-0.08326781898847557,0.2455916784616205,0.0,0.0,0.0,4236.231085135356
